Accession	Organism	Kingdom	Sequence length	SP cleavage	N-term transmembrane
P0CT60	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	139		False
P20484	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	414		False
O42924	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	272		False
Q09601	Caenorhabditis elegans	Metazoa	381		False
Q94920	Drosophila melanogaster	Metazoa	282		False
Q9Y3F4	Homo sapiens	Metazoa	350		False
Q12188	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	680		False
A4D2B0	Homo sapiens	Metazoa	266		False
Q06324	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	491		False
P56765	Arabidopsis thaliana	Viridiplantae	488		False
P08433	Scyliorhinus canicula	Metazoa	51		False
Q04347	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	519		False
Q9C469	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	648		False
P57725	Mus musculus	Metazoa	372		False
Q76NM6	Plasmodium falciparum (isolate 3D7)	Other	611		False
Q9UQ84	Homo sapiens	Metazoa	846		False
P57678	Homo sapiens	Metazoa	1058		False
Q9UJX3	Homo sapiens	Metazoa	565		False
Q9NZJ0	Homo sapiens	Metazoa	730		False
Q96NW4	Homo sapiens	Metazoa	1050		False
Q6RFH5	Homo sapiens	Metazoa	385		False
Q01804	Homo sapiens	Metazoa	1114		False
F4J117	Arabidopsis thaliana	Viridiplantae	591		False
P36120	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	742		False
P53972	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	490		False
Q9UUI3	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	585		False
P53920	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	997		False
Q06991	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	263		True
Q5SV85	Mus musculus	Metazoa	1306		False
Q9EQJ4	Rattus norvegicus	Metazoa	579		False
P29266	Rattus norvegicus	Metazoa	335		False
P46946	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	345		False
P49916	Homo sapiens	Metazoa	1009		False
B3EWF7	Homo sapiens	Metazoa	344		False
A4F267	Rattus norvegicus	Metazoa	308		False
Q9CQT9	Mus musculus	Metazoa	129		True
P34283	Caenorhabditis elegans	Metazoa	442		False
P82162	Spinacia oleracea	Viridiplantae	195		False
Q93VM9	Arabidopsis thaliana	Viridiplantae	599		False
Q9LY66	Arabidopsis thaliana	Viridiplantae	346		False
Q12373	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	385		False
Q9EQW6	Mus musculus	Metazoa	323		False
Q8TBE7	Homo sapiens	Metazoa	412		False
P36141	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	133		False
Q80WB5	Mus musculus	Metazoa	209		False
P53154	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	560		True
P39707	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	275		False
Q99567	Homo sapiens	Metazoa	741		False
P36161	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1157		False
O65220	Arabidopsis thaliana	Viridiplantae	281		False
Q04370	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	399		True
Q80Z30	Rattus norvegicus	Metazoa	750		False
G3XKQ9	Oryza sativa subsp. japonica	Viridiplantae	394		False
O14188	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1489		False
B1B534	Oryza sativa subsp. japonica	Viridiplantae	475		False
P40087	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	428		False
Q1K528	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	82		True
Q969T9	Homo sapiens	Metazoa	261		False
Q9H2G9	Homo sapiens	Metazoa	400		False
Q9UIS9	Homo sapiens	Metazoa	605		False
Q12366	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	352		False
Q9JKD9	Mus musculus	Metazoa	465		False
Q6K431	Oryza sativa subsp. japonica	Viridiplantae	1022		False
P97521	Rattus norvegicus	Metazoa	301		True
P53914	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1056		False
Q02931	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	896		False
Q9WUU9	Mus musculus	Metazoa	1971		False
P93830	Arabidopsis thaliana	Viridiplantae	229		False
Q8W593	Arabidopsis thaliana	Viridiplantae	350		False
P00560	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	416		False
Q681Y3	Arabidopsis thaliana	Viridiplantae	432		False
Q8LGJ5	Arabidopsis thaliana	Viridiplantae	276		False
Q9VLJ8	Drosophila melanogaster	Metazoa	453		False
P20659	Drosophila melanogaster	Metazoa	3726		False
Q9DAG5	Mus musculus	Metazoa	247		False
Q6IQ55	Homo sapiens	Metazoa	1244		False
Q95749	Arabidopsis thaliana	Viridiplantae	556		False
A8MZ59	Homo sapiens	Metazoa	198		False
Q65ZG8	Caenorhabditis elegans	Metazoa	597		False
Q8IXH6	Homo sapiens	Metazoa	220		False
P40237	Mus musculus	Metazoa	266		True
Q01981	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	Fungi	416		False
Q96MH2	Homo sapiens	Metazoa	286		False
P56785	Arabidopsis thaliana	Viridiplantae	1786		True
Q12035	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	217		False
Q9M0V3	Arabidopsis thaliana	Viridiplantae	1088		False
Q9C0C6	Homo sapiens	Metazoa	399		False
Q9VEN1	Drosophila melanogaster	Metazoa	2210		False
P53718	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	249		False
P15382	Homo sapiens	Metazoa	129		True
Q8N4Q1	Homo sapiens	Metazoa	142		False
V5IM94	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	141		False
P40050	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	688		False
Q9WTZ9	Mus musculus	Metazoa	124		False
Q9BY41	Homo sapiens	Metazoa	377		False
Q04891	Mus musculus	Metazoa	613		False
O94603	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	948		False
P25582	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	841		False
O49621	Arabidopsis thaliana	Viridiplantae	526		True
O70597	Rattus norvegicus	Metazoa	246		False
Q9C882	Arabidopsis thaliana	Viridiplantae	587		False
O09053	Mus musculus	Metazoa	1401		False
Q9CPX8	Mus musculus	Metazoa	56		True
Q8WW12	Homo sapiens	Metazoa	178		False
Q9STX3	Arabidopsis thaliana	Viridiplantae	151		False
P13489	Homo sapiens	Metazoa	461		False
Q15025	Homo sapiens	Metazoa	636		False
P98078	Mus musculus	Metazoa	766		False
O81851	Arabidopsis thaliana	Viridiplantae	304		False
Q15916	Homo sapiens	Metazoa	424		False
Q23405	Caenorhabditis elegans	Metazoa	842		False
Q61884	Mus musculus	Metazoa	491		False
Q9FNN6	Arabidopsis thaliana	Viridiplantae	298		False
Q12298	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	539		False
Q9Y5Q9	Homo sapiens	Metazoa	886		False
P03903	Mus musculus	Metazoa	98		True
Q8NCE0	Homo sapiens	Metazoa	465		False
P36130	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	643		False
P33301	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	854		False
Q9SYM5	Arabidopsis thaliana	Viridiplantae	669		False
Q9UBQ5	Homo sapiens	Metazoa	218		False
P41696	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	914		False
Q8IEG9	Plasmodium falciparum (isolate 3D7)	Other	408		False
Q8L785	Arabidopsis thaliana	Viridiplantae	1067		False
Q8IX21	Homo sapiens	Metazoa	1173		False
Q86V20	Homo sapiens	Metazoa	835		False
P83369	Homo sapiens	Metazoa	360		False
Q9CR61	Mus musculus	Metazoa	137		False
P80217	Homo sapiens	Metazoa	286		False
E3Q1H1	Trypanosoma brucei brucei	Other	147		False
Q12223	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	238		False
P01880	Homo sapiens	Metazoa	430		False
Q9FLY0	Arabidopsis thaliana	Viridiplantae	325		False
Q6PIZ9	Homo sapiens	Metazoa	186		True
Q9BSJ5	Homo sapiens	Metazoa	609		False
Q06525	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	465		False
P33897	Homo sapiens	Metazoa	745		False
P47929	Homo sapiens	Metazoa	136		False
P40202	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	249		False
Q9DCR4	Mus musculus	Metazoa	169		False
Q8IS16	Dictyostelium discoideum	Other	604		False
Q9Y6K0	Homo sapiens	Metazoa	416		True
B6HLT9	Penicillium rubens (strain ATCC 28089 / DSM 1075 / NRRL 1951 / Wisconsin 54-1255)	Fungi	357		False
P24345	Zea mays	Viridiplantae	359		False
Q91YE5	Mus musculus	Metazoa	1889		False
Q9NRY2	Homo sapiens	Metazoa	104		False
P30419	Homo sapiens	Metazoa	496		False
Q01453	Homo sapiens	Metazoa	160		True
Q9H079	Homo sapiens	Metazoa	304		False
P19525	Homo sapiens	Metazoa	551		False
O75127	Homo sapiens	Metazoa	700		False
O43502	Homo sapiens	Metazoa	376		False
P37840	Homo sapiens	Metazoa	140		False
Q9MAB9	Arabidopsis thaliana	Viridiplantae	117		False
Q9P6M3	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	210		False
Q6IN84	Homo sapiens	Metazoa	353		False
P09108	Tetronarce californica	Metazoa	412		False
P42841	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	465		False
Q9UTQ7	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	523		False
A8MUP2	Homo sapiens	Metazoa	240		False
F4JT76	Arabidopsis thaliana	Viridiplantae	1034		False
A0A5K1K8Y8	Plasmodium falciparum (isolate 3D7)	Other	372		False
Q10429	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	875		False
Q9HD34	Homo sapiens	Metazoa	91		False
P40546	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	346		False
Q54HC6	Dictyostelium discoideum	Other	1460		False
P40567	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	111		False
P40506	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	365		False
Q9UGI0	Homo sapiens	Metazoa	708		False
A2XFC1	Oryza sativa subsp. indica	Viridiplantae	442		False
Q8W4J9	Arabidopsis thaliana	Viridiplantae	908		False
Q5GH67	Mus musculus	Metazoa	647		False
Q19969	Caenorhabditis elegans	Metazoa	514		False
Q95TS5	Drosophila melanogaster	Metazoa	654		False
P41247	Homo sapiens	Metazoa	253		False
Q6EPW7	Oryza sativa subsp. japonica	Viridiplantae	233		False
Q9BY12	Homo sapiens	Metazoa	1400		False
Q9GZZ9	Homo sapiens	Metazoa	404		False
Q90941	Gallus gallus	Metazoa	1633		False
Q4V7H8	Xenopus laevis	Metazoa	296		False
Q02614	Mus musculus	Metazoa	308		False
Q9H1K0	Homo sapiens	Metazoa	784		False
Q9BXJ9	Homo sapiens	Metazoa	866		False
Q91X52	Mus musculus	Metazoa	244		False
A2RVJ8	Arabidopsis thaliana	Viridiplantae	434		False
Q7XBS0	Oryza sativa subsp. japonica	Viridiplantae	721		True
Q9LFA3	Arabidopsis thaliana	Viridiplantae	434		False
Q42588	Arabidopsis thaliana	Viridiplantae	314		False
Q9P032	Homo sapiens	Metazoa	175		False
Q29RF7	Homo sapiens	Metazoa	1337		False
Q8LPU4	Zea mays	Viridiplantae	468		False
Q9ESX4	Mus musculus	Metazoa	241		False
Q91ZW6	Rattus norvegicus	Metazoa	421		False
P40064	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1391		False
Q08961	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	583		False
P18847	Homo sapiens	Metazoa	181		False
Q10167	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	73		False
O02073	Caenorhabditis elegans	Metazoa	376		False
P38281	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	316		False
Q6ZWQ0	Mus musculus	Metazoa	6874		False
D4AEP3	Rattus norvegicus	Metazoa	194		True
Q9W1C5	Drosophila melanogaster	Metazoa	2053		False
P49773	Homo sapiens	Metazoa	126		False
Q9HCC0	Homo sapiens	Metazoa	563		False
Q8GZ79	Arabidopsis thaliana	Viridiplantae	274		False
P07276	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1031		False
Q8BK30	Mus musculus	Metazoa	104		False
D3YXJ0	Mus musculus	Metazoa	1211		False
O43715	Homo sapiens	Metazoa	76		False
Q15080	Homo sapiens	Metazoa	339		False
Q10PI9	Oryza sativa subsp. japonica	Viridiplantae	459		False
Q6NKS4	Arabidopsis thaliana	Viridiplantae	258		False
Q04728	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	441		False
Q9LSB9	Arabidopsis thaliana	Viridiplantae	755		False
Q9VN60	Drosophila melanogaster	Metazoa	278		False
Q8R2K4	Mus musculus	Metazoa	616		False
Q9UKK3	Homo sapiens	Metazoa	1724		False
Q9UUJ4	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	333		False
Q6UJY2	Mus musculus	Metazoa	1175		True
Q93ZF6	Arabidopsis thaliana	Viridiplantae	153		False
Q39161	Arabidopsis thaliana	Viridiplantae	586		False
Q5TKA1	Homo sapiens	Metazoa	542		False
Q42564	Arabidopsis thaliana	Viridiplantae	287		False
Q8BZ97	Mus musculus	Metazoa	688		False
Q9BZR8	Homo sapiens	Metazoa	327		False
P0C627	Rattus norvegicus	Metazoa	331		False
Q9Y5S8	Homo sapiens	Metazoa	564		True
P80002	Sepia officinalis	Metazoa	77		False
Q8SWX0	Drosophila melanogaster	Metazoa	167		False
O13329	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	566		False
Q9SRP6	Arabidopsis thaliana	Viridiplantae	194		False
P32767	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1081		False
Q9H211	Homo sapiens	Metazoa	546		False
P37263	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	153		False
Q6RI63	Mus musculus	Metazoa	786		False
Q26366	Drosophila melanogaster	Metazoa	453		False
O24370	Solanum tuberosum	Viridiplantae	899		False
Q09967	Caenorhabditis elegans	Metazoa	551		True
Q8BWY7	Mus musculus	Metazoa	342		True
Q9ER99	Mus musculus	Metazoa	582		False
P70279	Mus musculus	Metazoa	355		False
O48721	Arabidopsis thaliana	Viridiplantae	321		False
Q05860	Mus musculus	Metazoa	1466		False
Q9I7K0	Drosophila melanogaster	Metazoa	208		False
P22936	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	367		False
Q96GR2	Homo sapiens	Metazoa	724		False
Q585P3	Trypanosoma brucei brucei (strain 927/4 GUTat10.1)	Other	524		False
Q80WK2	Mus musculus	Metazoa	128		True
C8VSZ2	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	Fungi	370		False
F4ITM1	Arabidopsis thaliana	Viridiplantae	398		False
O65680	Arabidopsis thaliana	Viridiplantae	279		False
P30044	Homo sapiens	Metazoa	214		False
P33307	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	960		False
Q9USH6	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	204		False
O13046	Xenopus laevis	Metazoa	1127		False
P55197	Homo sapiens	Metazoa	1068		False
Q96DN6	Homo sapiens	Metazoa	1003		False
Q9XFT3	Arabidopsis thaliana	Viridiplantae	224		False
Q9CWR0	Mus musculus	Metazoa	618		False
O08586	Mus musculus	Metazoa	403		False
Q8RWD5	Arabidopsis thaliana	Viridiplantae	577		False
Q9SYM0	Arabidopsis thaliana	Viridiplantae	333		False
Q9NR83	Homo sapiens	Metazoa	387		False
P34418	Caenorhabditis elegans	Metazoa	943		False
Q9BXW9	Homo sapiens	Metazoa	1451		False
G1UH28	Punica granatum	Viridiplantae	299		False
Q8K0U4	Mus musculus	Metazoa	675		False
P40043	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	161		False
O55028	Mus musculus	Metazoa	412		False
Q8ST83	Drosophila melanogaster	Metazoa	520		False
Q9LZD0	Arabidopsis thaliana	Viridiplantae	599		False
Q02983	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	363		False
Q9W1F4	Drosophila melanogaster	Metazoa	616		False
Q8RXH2	Arabidopsis thaliana	Viridiplantae	716		False
P34078	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	463		False
P49017	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	307		False
Q8CH19	Mus musculus	Metazoa	720		False
Q9VUF8	Drosophila melanogaster	Metazoa	540		False
Q9NQC3	Homo sapiens	Metazoa	1192		False
Q9M3B8	Arabidopsis thaliana	Viridiplantae	597		False
A0A075TMP0	Penicillium expansum	Fungi	340		False
Q9P790	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	316		False
Q96DZ5	Homo sapiens	Metazoa	547		False
O14131	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	442		False
P36162	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	133		False
Q9Y6K5	Homo sapiens	Metazoa	1087		False
Q07589	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	356		False
Q8IM30	Plasmodium falciparum (isolate 3D7)	Other	608		False
P03069	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	281		False
P50536	Drosophila melanogaster	Metazoa	512		False
Q15697	Homo sapiens	Metazoa	407		False
Q7XR83	Oryza sativa subsp. japonica	Viridiplantae	333		False
P52792	Mus musculus	Metazoa	465		False
P38749	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	330		False
Q96EA4	Homo sapiens	Metazoa	605		False
Q969X6	Homo sapiens	Metazoa	686		False
Q06667	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	281		False
Q00922	Candida boidinii	Fungi	663		False
Q9H5V7	Homo sapiens	Metazoa	419		False
Q42876	Solanum lycopersicum	Viridiplantae	569		False
Q9Y2Q9	Homo sapiens	Metazoa	187		False
F4JS25	Arabidopsis thaliana	Viridiplantae	1052		False
Q5TA50	Homo sapiens	Metazoa	214		False
F4JGZ1	Arabidopsis thaliana	Viridiplantae	1278		False
Q5SWZ9	Mus musculus	Metazoa	221		True
Q9P797	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1142		False
Q4FZC9	Mus musculus	Metazoa	975		False
P22224	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	910		False
Q4L180	Homo sapiens	Metazoa	1135		False
Q0IIM8	Homo sapiens	Metazoa	1120		False
A0A1C3NSL9	Caenorhabditis elegans	Metazoa	1644		False
Q9LG05	Arabidopsis thaliana	Viridiplantae	485		False
P47821	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	323		False
Q86WQ0	Homo sapiens	Metazoa	139		False
P38790	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	280		False
A1L167	Homo sapiens	Metazoa	161		False
Q86TC9	Homo sapiens	Metazoa	1320		False
Q07896	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	663		False
Q8NGU9	Homo sapiens	Metazoa	434		True
Q9VY78	Drosophila melanogaster	Metazoa	260		True
Q5H9F3	Homo sapiens	Metazoa	1785		False
Q9FNE9	Arabidopsis thaliana	Viridiplantae	349		False
P0CT58	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	130		False
Q9DAD6	Mus musculus	Metazoa	137		False
P55160	Homo sapiens	Metazoa	1127		False
P46414	Mus musculus	Metazoa	197		False
O43909	Homo sapiens	Metazoa	919		True
Q3SYG4	Homo sapiens	Metazoa	887		False
P42731	Arabidopsis thaliana	Viridiplantae	629		False
Q07053	Crithidia fasciculata	Other	128		False
Q8IG69	Caenorhabditis elegans	Metazoa	100		False
O94494	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	277		False
Q8WV41	Homo sapiens	Metazoa	574		False
Q9VZL5	Drosophila melanogaster	Metazoa	485		False
P49107	Arabidopsis thaliana	Viridiplantae	171		False
Q8LAJ7	Arabidopsis thaliana	Viridiplantae	292		False
Q09M02	Mus musculus	Metazoa	886		False
O13848	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	284		False
O23166	Arabidopsis thaliana	Viridiplantae	261		False
Q6VVB1	Homo sapiens	Metazoa	395		False
Q10302	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	646		False
Q8I4V8	Plasmodium falciparum (isolate 3D7)	Other	304		False
Q12393	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	293		False
Q02457	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	562		False
P23180	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	465		False
O00287	Homo sapiens	Metazoa	272		False
Q04431	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	385		False
Q04178	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	221		False
P43557	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	207		False
P82658	Arabidopsis thaliana	Viridiplantae	229		False
B2CW77	Homo sapiens	Metazoa	178		False
Q60EX7	Oryza sativa subsp. japonica	Viridiplantae	1128		False
Q07243	Mus musculus	Metazoa	675		False
Q9SA98	Arabidopsis thaliana	Viridiplantae	345		False
Q5ND04	Mus musculus	Metazoa	624		False
P83213	Bolinus brandaris	Metazoa	54		False
Q6P587	Homo sapiens	Metazoa	221		False
P48608	Drosophila melanogaster	Metazoa	1091		False
Q93YU5	Arabidopsis thaliana	Viridiplantae	1053		False
Q99LY9	Mus musculus	Metazoa	106		False
Q7XJJ7	Arabidopsis thaliana	Viridiplantae	607		False
Q149M9	Homo sapiens	Metazoa	1564		False
Q9Y3Y2	Homo sapiens	Metazoa	248		False
P38631	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1876		False
O80796	Arabidopsis thaliana	Viridiplantae	330		False
Q9VEX5	Drosophila melanogaster	Metazoa	689		False
O13838	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	371		False
Q54XY4	Dictyostelium discoideum	Other	1582		False
Q9UBF9	Homo sapiens	Metazoa	498		False
P30429	Caenorhabditis elegans	Metazoa	549		False
Q9BT78	Homo sapiens	Metazoa	406		False
P38060	Mus musculus	Metazoa	325		False
Q9P7X2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	533		False
Q5BJF2	Homo sapiens	Metazoa	176		True
Q6T4R5	Homo sapiens	Metazoa	1651		False
Q60864	Mus musculus	Metazoa	543		False
Q42342	Arabidopsis thaliana	Viridiplantae	134		False
F4JHA2	Arabidopsis thaliana	Viridiplantae	884		False
Q8VCF0	Mus musculus	Metazoa	503		False
P93045	Arabidopsis thaliana	Viridiplantae	240		False
Q9H1I8	Homo sapiens	Metazoa	757		False
Q24JJ9	Arabidopsis thaliana	Viridiplantae	361		False
P60002	Homo sapiens	Metazoa	83		False
Q9XII1	Arabidopsis thaliana	Viridiplantae	307		False
Q5GH62	Mus musculus	Metazoa	373		True
Q9BQ48	Homo sapiens	Metazoa	92		False
Q0WLC6	Arabidopsis thaliana	Viridiplantae	1089		False
P13498	Homo sapiens	Metazoa	195		True
Q09715	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	614		False
Q8N9A8	Homo sapiens	Metazoa	125		True
Q9UBF8	Homo sapiens	Metazoa	816		False
Q9UUM2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	971		False
Q08931	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	133		False
P40631	Tetrahymena thermophila (strain SB210)	Other	633		False
Q03525	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	211		False
P35729	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1037		False
Q8RY95	Arabidopsis thaliana	Viridiplantae	1035		False
Q60674	Mus musculus	Metazoa	576		False
Q94AR8	Arabidopsis thaliana	Viridiplantae	509		False
Q8CGB3	Mus musculus	Metazoa	1411		False
P53835	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	661		True
P06180	Xenopus laevis	Metazoa	590		False
