Accession	Organism	Kingdom	Sequence length	SP cleavage	label	N-term transmembrane	fold
Q5T3J3	Homo sapiens	Metazoa	769		0	FALSE	1
Q7L2Z9	Homo sapiens	Metazoa	268		0	FALSE	2
Q8BG07	Mus musculus	Metazoa	503		0	FALSE	2
Q9U3F4	Caenorhabditis elegans	Metazoa	603		0	FALSE	3
Q13950	Homo sapiens	Metazoa	521		0	FALSE	1
P49021	Drosophila melanogaster	Metazoa	1398		0	FALSE	1
A0A2R8VHF7	Mus musculus	Metazoa	171		0	TRUE	0
Q9ZPX5	Arabidopsis thaliana	Viridiplantae	632		0	FALSE	4
Q8GUT5	Arabidopsis thaliana	Viridiplantae	288		0	FALSE	2
Q6S5G3	Arabidopsis thaliana	Viridiplantae	793		0	FALSE	3
O18017	Caenorhabditis elegans	Metazoa	988		0	FALSE	1
Q10200	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	466		0	FALSE	1
P38782	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	295		0	FALSE	4
Q7ZW57	Xenopus laevis	Metazoa	334		0	FALSE	0
P40387	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	513		0	FALSE	0
P36046	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	403		0	TRUE	4
E5KBU3	Pinus taeda	Viridiplantae	354		0	FALSE	0
Q5SWY8	Mus musculus	Metazoa	596		0	TRUE	2
Q9SDW0	Arabidopsis thaliana	Viridiplantae	323		0	FALSE	0
Q7M0E7	Rattus norvegicus	Metazoa	145		0	FALSE	1
Q9VT04	Drosophila melanogaster	Metazoa	471		0	TRUE	3
P00918	Homo sapiens	Metazoa	260		0	FALSE	1
Q9V9W8	Drosophila melanogaster	Metazoa	815		0	FALSE	4
Q14973	Homo sapiens	Metazoa	349		0	TRUE	1
Q12153	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	453		0	FALSE	2
O95751	Homo sapiens	Metazoa	146		0	FALSE	0
Q8IVE3	Homo sapiens	Metazoa	1493		0	FALSE	3
O14285	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	164		0	FALSE	0
Q9NRY6	Homo sapiens	Metazoa	295		0	FALSE	0
O74826	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	216		0	FALSE	0
Q3EBC8	Arabidopsis thaliana	Viridiplantae	1388		0	FALSE	4
P53927	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	220		0	FALSE	0
Q8NBF2	Homo sapiens	Metazoa	726		0	FALSE	1
F4JW79	Arabidopsis thaliana	Viridiplantae	1493		0	FALSE	0
Q5JVS0	Homo sapiens	Metazoa	413		0	FALSE	4
P12294	Saccharomyces cerevisiae	Fungi	476		0	FALSE	4
P17152	Homo sapiens	Metazoa	192		0	TRUE	2
Q8S950	Nicotiana tabacum	Viridiplantae	959		0	FALSE	4
Q9NQS5	Homo sapiens	Metazoa	396		0	TRUE	2
Q10740	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	671		0	FALSE	3
O82504	Arabidopsis thaliana	Viridiplantae	1133		0	FALSE	2
Q09873	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	420		0	FALSE	0
H3K2Y6	Arabidopsis thaliana	Viridiplantae	2235		0	FALSE	3
Q6VNB8	Mus musculus	Metazoa	3508		0	FALSE	2
O97101	Dictyostelium discoideum	Other	1000		0	FALSE	3
Q5EAJ7	Strongylocentrotus purpuratus	Metazoa	857		0	FALSE	1
P97367	Mus musculus	Metazoa	477		0	FALSE	0
Q9R237	Rattus norvegicus	Metazoa	708		0	FALSE	0
Q05027	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	157		0	FALSE	1
P23230	Chlamydomonas reinhardtii	Viridiplantae	160		0	TRUE	1
Q9SID1	Arabidopsis thaliana	Viridiplantae	238		0	FALSE	0
P51521	Drosophila melanogaster	Metazoa	1351		0	FALSE	1
Q501F9	Arabidopsis thaliana	Viridiplantae	370		0	FALSE	3
Q9Y605	Homo sapiens	Metazoa	127		0	FALSE	0
P11978	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1358		0	FALSE	4
Q9BV20	Homo sapiens	Metazoa	369		0	FALSE	2
Q504T8	Homo sapiens	Metazoa	468		0	FALSE	0
Q8S9K3	Arabidopsis thaliana	Viridiplantae	758		0	FALSE	3
B2RPY5	Mus musculus	Metazoa	545		0	TRUE	1
O35658	Mus musculus	Metazoa	278		0	FALSE	0
F4K410	Arabidopsis thaliana	Viridiplantae	675		0	FALSE	3
Q13015	Homo sapiens	Metazoa	90		0	FALSE	3
Q8C3P7	Mus musculus	Metazoa	580		0	FALSE	1
Q84TI7	Arabidopsis thaliana	Viridiplantae	506		0	TRUE	3
Q8IZ08	Homo sapiens	Metazoa	494		0	TRUE	1
Q12382	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	290		0	TRUE	2
Q03338	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	469		0	FALSE	2
Q94F00	Arabidopsis thaliana	Viridiplantae	371		0	FALSE	2
P70174	Mus musculus	Metazoa	488		0	TRUE	2
O13803	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	601		0	FALSE	1
P12954	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1174		0	FALSE	4
Q9VV87	Drosophila melanogaster	Metazoa	316		0	TRUE	2
P53192	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	235		0	TRUE	3
O48782	Arabidopsis thaliana	Viridiplantae	282		0	FALSE	1
Q84XV2	Arabidopsis thaliana	Viridiplantae	386		0	FALSE	3
Q9FJY5	Arabidopsis thaliana	Viridiplantae	524		0	FALSE	0
O74778	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	284		0	FALSE	2
Q04894	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	360		0	FALSE	2
Q1PDI2	Arabidopsis thaliana	Viridiplantae	487		0	FALSE	3
Q13495	Homo sapiens	Metazoa	774		0	FALSE	4
Q05930	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	598		0	FALSE	1
Q9LU39	Arabidopsis thaliana	Viridiplantae	317		0	FALSE	1
O59669	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	139		0	FALSE	3
P53881	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	309		0	FALSE	2
Q8TDG4	Homo sapiens	Metazoa	1101		0	FALSE	2
Q9SIV5	Arabidopsis thaliana	Viridiplantae	1773		0	FALSE	1
P0DPK0	Xenopus laevis	Metazoa	237		0	FALSE	2
Q9H147	Homo sapiens	Metazoa	329		0	FALSE	1
Q96MT3	Homo sapiens	Metazoa	831		0	FALSE	2
P86452	Homo sapiens	Metazoa	979		0	FALSE	2
Q920Q8	Mus musculus	Metazoa	642		0	FALSE	4
Q9P267	Homo sapiens	Metazoa	1494		0	FALSE	1
F4KAV2	Arabidopsis thaliana	Viridiplantae	442		0	FALSE	4
Q9FMZ0	Arabidopsis thaliana	Viridiplantae	337		0	FALSE	1
Q93009	Homo sapiens	Metazoa	1102		0	FALSE	1
P00319	Galdieria sulphuraria	Other	161		0	FALSE	0
Q06162	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	153		0	FALSE	3
P21620	Leishmania donovani	Other	514		0	FALSE	3
Q8H0V5	Arabidopsis thaliana	Viridiplantae	354		0	FALSE	2
P35192	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	417		0	FALSE	0
Q8K2C6	Mus musculus	Metazoa	310		0	FALSE	0
Q9EPB5	Mus musculus	Metazoa	311		0	FALSE	1
O21619	Ovis aries	Metazoa	261		0	TRUE	3
P07834	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	779		0	FALSE	4
G5EDT1	Caenorhabditis elegans	Metazoa	961		0	FALSE	3
Q9UDR5	Homo sapiens	Metazoa	926		0	FALSE	3
Q5F2E7	Mus musculus	Metazoa	692		0	FALSE	3
Q12476	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	344		0	FALSE	2
Q9UHP7	Homo sapiens	Metazoa	191		0	TRUE	4
Q9C950	Arabidopsis thaliana	Viridiplantae	643		0	FALSE	3
O49686	Arabidopsis thaliana	Viridiplantae	191		0	FALSE	3
Q03375	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	135		0	FALSE	0
P93286	Arabidopsis thaliana	Viridiplantae	442		0	TRUE	3
P10690	Spinacia oleracea	Viridiplantae	140		0	FALSE	4
O75934	Homo sapiens	Metazoa	225		0	FALSE	0
O75832	Homo sapiens	Metazoa	226		0	FALSE	3
Q8H0U4	Arabidopsis thaliana	Viridiplantae	891		0	FALSE	0
P87231	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	608		0	FALSE	0
P38769	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	630		0	FALSE	1
Q9HDZ3	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	182		0	FALSE	0
Q6PI77	Homo sapiens	Metazoa	547		0	FALSE	1
Q94535	Drosophila melanogaster	Metazoa	264		0	FALSE	1
P47128	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	113		0	FALSE	3
Q17390	Caenorhabditis elegans	Metazoa	791		0	FALSE	2
P33417	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	597		0	FALSE	2
O60141	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	299		0	FALSE	1
Q80X86	Mus musculus	Metazoa	340		0	FALSE	3
O02751	Bos taurus	Metazoa	592		0	FALSE	0
Q0QWG9	Mus musculus	Metazoa	1203		0	FALSE	0
P90994	Caenorhabditis elegans	Metazoa	187		0	FALSE	2
Q9DB00	Mus musculus	Metazoa	2260		0	FALSE	1
Q9FFF4	Arabidopsis thaliana	Viridiplantae	477		0	FALSE	3
Q96PZ0	Homo sapiens	Metazoa	661		0	FALSE	4
Q8GWE0	Arabidopsis thaliana	Viridiplantae	702		0	FALSE	1
Q9NZE8	Homo sapiens	Metazoa	188		0	FALSE	2
P09597	Spinacia oleracea	Viridiplantae	134		0	FALSE	0
A8CVF3	Avicennia marina	Viridiplantae	195		0	FALSE	2
O64759	Arabidopsis thaliana	Viridiplantae	569		0	TRUE	4
Q56A73	Homo sapiens	Metazoa	249		0	FALSE	0
O82628	Arabidopsis thaliana	Viridiplantae	110		0	FALSE	2
Q07938	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	337		0	FALSE	0
Q9P7M3	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	271		0	FALSE	4
Q9VVA8	Drosophila melanogaster	Metazoa	78		0	TRUE	1
Q9H633	Homo sapiens	Metazoa	154		0	FALSE	3
Q9Y241	Homo sapiens	Metazoa	93		0	TRUE	0
P19889	Drosophila melanogaster	Metazoa	317		0	FALSE	1
Q9NR21	Homo sapiens	Metazoa	338		0	FALSE	1
Q9UTL6	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	225		0	FALSE	1
P20436	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	146		0	FALSE	0
Q9JIY2	Mus musculus	Metazoa	491		0	FALSE	4
P53335	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	271		0	FALSE	3
Q09814	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	239		0	FALSE	3
Q8H124	Arabidopsis thaliana	Viridiplantae	280		0	FALSE	0
P51662	Oryctolagus cuniculus	Metazoa	346		0	FALSE	1
O75821	Homo sapiens	Metazoa	320		0	FALSE	4
P41695	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1021		0	FALSE	0
Q9S7E9	Arabidopsis thaliana	Viridiplantae	481		0	FALSE	2
Q63285	Rattus norvegicus	Metazoa	419		0	FALSE	3
Q9ZNT7	Arabidopsis thaliana	Viridiplantae	286		0	TRUE	1
Q94521	Drosophila melanogaster	Metazoa	275		0	FALSE	2
Q91ZR5	Mus musculus	Metazoa	686		0	FALSE	0
P42844	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	174		0	FALSE	2
Q3E7A4	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	109		0	FALSE	3
Q12493	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	238		0	FALSE	2
Q9QX75	Rattus norvegicus	Metazoa	687		0	TRUE	1
Q96FF9	Homo sapiens	Metazoa	252		0	FALSE	0
Q9HB96	Homo sapiens	Metazoa	536		0	FALSE	1
Q9LR78	Arabidopsis thaliana	Viridiplantae	793		0	FALSE	1
Q9P2N6	Homo sapiens	Metazoa	904		0	FALSE	3
A7UWX2	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	470		0	FALSE	0
Q7S711	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	443		0	FALSE	4
Q9LTQ0	Arabidopsis thaliana	Viridiplantae	391		0	FALSE	0
Q14019	Homo sapiens	Metazoa	142		0	FALSE	2
Q9LES2	Arabidopsis thaliana	Viridiplantae	478		0	FALSE	0
A0A2P1GIW3	Catharanthus roseus	Viridiplantae	320		0	FALSE	4
Q8N6L0	Homo sapiens	Metazoa	562		0	FALSE	0
Q9LEM8	Chlamydomonas reinhardtii	Viridiplantae	1385		0	FALSE	2
Q8L5Z4	Arabidopsis thaliana	Viridiplantae	584		0	FALSE	4
P08468	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	800		0	FALSE	3
Q9C565	Arabidopsis thaliana	Viridiplantae	373		0	FALSE	3
Q9LX34	Arabidopsis thaliana	Viridiplantae	95		0	FALSE	4
Q86YD1	Homo sapiens	Metazoa	416		0	FALSE	1
Q96HA7	Homo sapiens	Metazoa	1378		0	FALSE	0
Q5U117	Drosophila melanogaster	Metazoa	639		0	FALSE	2
Q58FA4	Mus musculus	Metazoa	860		0	FALSE	1
B2RW88	Mus musculus	Metazoa	366		0	FALSE	3
Q17604	Caenorhabditis elegans	Metazoa	161		0	FALSE	2
Q02749	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	293		0	FALSE	1
P33441	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	392		0	FALSE	2
Q9D219	Mus musculus	Metazoa	1425		0	FALSE	1
Q6P1X5	Homo sapiens	Metazoa	1199		0	FALSE	4
P42695	Homo sapiens	Metazoa	1498		0	FALSE	1
P38770	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	471		0	FALSE	1
O35683	Mus musculus	Metazoa	70		0	TRUE	0
P13653	Hordeum vulgare	Viridiplantae	388		0	FALSE	2
P53869	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	86		0	FALSE	1
P97838	Rattus norvegicus	Metazoa	977		0	FALSE	1
P80269	Solanum tuberosum	Viridiplantae	229		0	FALSE	1
Q96CJ1	Homo sapiens	Metazoa	260		0	FALSE	0
P20084	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	86		0	FALSE	3
Q05498	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	189		0	FALSE	3
Q43092	Pisum sativum	Viridiplantae	603		0	FALSE	4
Q05958	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	814		0	FALSE	2
Q70Z53	Homo sapiens	Metazoa	315		0	FALSE	2
Q6IPR1	Homo sapiens	Metazoa	90		0	FALSE	3
Q92794	Homo sapiens	Metazoa	2004		0	FALSE	2
P19407	Spinacia oleracea	Viridiplantae	62		0	TRUE	2
P36112	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	540		0	TRUE	1
Q7Z3E1	Homo sapiens	Metazoa	657		0	FALSE	3
Q86WX3	Homo sapiens	Metazoa	136		0	FALSE	3
P56780	Arabidopsis thaliana	Viridiplantae	73		0	TRUE	3
Q967U1	Dictyostelium discoideum	Other	225		0	FALSE	4
Q9GZS1	Homo sapiens	Metazoa	419		0	FALSE	4
Q3U108	Mus musculus	Metazoa	590		0	FALSE	3
P11020	Scyliorhinus canicula	Metazoa	80		0	FALSE	0
Q8HTL5	Chlamydomonas reinhardtii	Viridiplantae	175		0	TRUE	3
P25042	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	368		0	FALSE	0
P40228	Arabidopsis thaliana	Viridiplantae	287		0	FALSE	4
Q8N4E7	Homo sapiens	Metazoa	242		0	FALSE	3
Q8BH86	Mus musculus	Metazoa	617		0	FALSE	4
Q9SIV2	Arabidopsis thaliana	Viridiplantae	891		0	FALSE	4
Q9Y2M2	Homo sapiens	Metazoa	375		0	FALSE	3
Q969Z0	Homo sapiens	Metazoa	631		0	FALSE	4
Q9FNZ4	Arabidopsis thaliana	Viridiplantae	112		0	FALSE	1
Q05CL8	Mus musculus	Metazoa	570		0	FALSE	4
Q8BGY9	Mus musculus	Metazoa	580		0	TRUE	1
Q9LF98	Arabidopsis thaliana	Viridiplantae	358		0	FALSE	4
Q9S7D1	Arabidopsis thaliana	Viridiplantae	808		0	FALSE	2
Q5EAF2	Arabidopsis thaliana	Viridiplantae	334		0	FALSE	3
O14174	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	473		0	FALSE	3
P53930	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	226		0	FALSE	2
Q06707	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	132		0	FALSE	0
Q10198	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	624		0	FALSE	2
Q84ST4	Oryza sativa subsp. japonica	Viridiplantae	343		0	FALSE	0
Q8N3I7	Homo sapiens	Metazoa	341		0	FALSE	4
Q5VZI3	Homo sapiens	Metazoa	342		0	FALSE	0
Q6NUD0	Xenopus laevis	Metazoa	333		0	FALSE	3
F4JP43	Arabidopsis thaliana	Viridiplantae	2037		0	FALSE	4
P38889	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	622		0	FALSE	4
P24929	Nicotiana tabacum	Viridiplantae	186		0	FALSE	0
Q12509	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	438		0	FALSE	1
P36136	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	271		0	FALSE	4
O95926	Homo sapiens	Metazoa	243		0	FALSE	1
B2C6R6	Arabidopsis thaliana	Viridiplantae	681		0	FALSE	2
Q96AG3	Homo sapiens	Metazoa	418		0	FALSE	1
P06843	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	333		0	FALSE	4
Q8IYT2	Homo sapiens	Metazoa	770		0	FALSE	4
Q80WT4	Mus musculus	Metazoa	515		0	TRUE	2
Q62769	Rattus norvegicus	Metazoa	1622		0	FALSE	1
Q8IIS5	Plasmodium falciparum (isolate 3D7)	Other	643		0	FALSE	0
Q8VYR5	Arabidopsis thaliana	Viridiplantae	444		0	FALSE	2
Q08357	Homo sapiens	Metazoa	652		0	TRUE	4
Q8WWV3	Homo sapiens	Metazoa	396		0	FALSE	4
Q9V452	Drosophila melanogaster	Metazoa	140		0	FALSE	0
F4HYF3	Arabidopsis thaliana	Viridiplantae	401		0	FALSE	0
Q9BRT2	Homo sapiens	Metazoa	126		0	FALSE	3
Q7L0X2	Homo sapiens	Metazoa	663		0	FALSE	3
D4A7U2	Rattus norvegicus	Metazoa	587		0	FALSE	4
P22141	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	198		0	FALSE	3
Q9USR4	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	125		0	FALSE	0
Q9BVC5	Homo sapiens	Metazoa	232		0	FALSE	2
Q4PSU4	Arabidopsis thaliana	Viridiplantae	264		0	FALSE	2
Q7K556	Drosophila melanogaster	Metazoa	475		0	FALSE	4
Q8VZV9	Arabidopsis thaliana	Viridiplantae	161		0	FALSE	1
J9VI03	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	Fungi	2377		0	FALSE	2
P08703	Penicillium chrysogenum	Fungi	331		0	FALSE	2
Q9W1R5	Drosophila melanogaster	Metazoa	1854		0	FALSE	2
Q20481	Caenorhabditis elegans	Metazoa	287		0	FALSE	0
Q9C6I6	Arabidopsis thaliana	Viridiplantae	363		0	FALSE	4
D3KY98	Carapichea ipecacuanha	Viridiplantae	350		0	FALSE	0
P48164	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	190		0	FALSE	1
Q22355	Caenorhabditis elegans	Metazoa	377		0	FALSE	3
Q84Y18	Arabidopsis thaliana	Viridiplantae	332		0	FALSE	3
P32048	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	576		0	FALSE	4
Q9SL95	Arabidopsis thaliana	Viridiplantae	456		0	TRUE	0
P85845	Rattus norvegicus	Metazoa	493		0	FALSE	3
Q6EMB2	Homo sapiens	Metazoa	1281		0	FALSE	4
P82411	Spinacia oleracea	Viridiplantae	116		0	FALSE	1
Q9BRQ5	Homo sapiens	Metazoa	295		0	TRUE	2
Q9Y2R0	Homo sapiens	Metazoa	106		0	TRUE	4
O75616	Homo sapiens	Metazoa	437		0	FALSE	4
Q9LMR3	Arabidopsis thaliana	Viridiplantae	358		0	FALSE	3
Q86TB3	Homo sapiens	Metazoa	2170		0	FALSE	1
Q5LJZ2	Drosophila melanogaster	Metazoa	1641		0	FALSE	4
Q9W157	Drosophila melanogaster	Metazoa	971		0	FALSE	4
Q9EPA0	Rattus norvegicus	Metazoa	957		0	FALSE	0
D3ZKT0	Rattus norvegicus	Metazoa	337		0	FALSE	4
Q9H4Z3	Homo sapiens	Metazoa	704		0	FALSE	0
Q6UB98	Homo sapiens	Metazoa	2062		0	FALSE	4
Q8WXX5	Homo sapiens	Metazoa	260		0	FALSE	1
Q09842	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	407		0	FALSE	4
Q9SZD6	Arabidopsis thaliana	Viridiplantae	953		0	FALSE	2
Q10L01	Oryza sativa subsp. japonica	Viridiplantae	382		0	TRUE	0
Q9WUB9	Mesocricetus auratus	Metazoa	483		0	TRUE	1
Q3E823	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	68		0	FALSE	0
Q6GYP7	Mus musculus	Metazoa	2035		0	FALSE	0
P21580	Homo sapiens	Metazoa	790		0	FALSE	4
P06838	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	210		0	FALSE	3
O14097	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	331		0	FALSE	3
Q9NPD3	Homo sapiens	Metazoa	245		0	FALSE	4
Q27607	Drosophila melanogaster	Metazoa	1145		0	FALSE	0
Q9BSJ6	Homo sapiens	Metazoa	248		0	FALSE	0
P25638	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	111		0	FALSE	0
Q16206	Homo sapiens	Metazoa	610		0	FALSE	2
P47035	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1189		0	FALSE	4
Q99207	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	810		0	FALSE	4
P94077	Arabidopsis thaliana	Viridiplantae	189		0	FALSE	2
Q9BX63	Homo sapiens	Metazoa	1249		0	FALSE	1
Q9FFA7	Arabidopsis thaliana	Viridiplantae	368		0	FALSE	3
Q96JB5	Homo sapiens	Metazoa	506		0	FALSE	2
Q9LFC0	Arabidopsis thaliana	Viridiplantae	360		0	FALSE	2
Q17569	Caenorhabditis elegans	Metazoa	389		0	FALSE	0
P06454	Homo sapiens	Metazoa	111		0	FALSE	1
Q96P16	Homo sapiens	Metazoa	312		0	FALSE	4
Q84N48	Zea mays	Viridiplantae	611		0	FALSE	4
Q9LRI8	Spinacia oleracea	Viridiplantae	562		0	FALSE	3
P03880	Emericella nidulans	Fungi	488		0	FALSE	1
Q06623	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	655		0	FALSE	0
P0CY15	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	42		0	FALSE	0
Q0DRX6	Oryza sativa subsp. japonica	Viridiplantae	902		0	FALSE	4
Q12445	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	299		0	TRUE	3
Q12749	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1114		0	FALSE	0
P31942	Homo sapiens	Metazoa	346		0	FALSE	2
Q9QZN9	Rattus norvegicus	Metazoa	360		0	TRUE	2
Q9LGE3	Oryza sativa subsp. japonica	Viridiplantae	109		0	FALSE	1
Q63398	Rattus norvegicus	Metazoa	584		0	FALSE	1
Q9C5J3	Arabidopsis thaliana	Viridiplantae	946		0	FALSE	1
Q09293	Caenorhabditis elegans	Metazoa	367		0	FALSE	4
O43052	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1150		0	FALSE	3
Q9BQ83	Homo sapiens	Metazoa	275		0	FALSE	1
Q960V3	Drosophila melanogaster	Metazoa	1122		0	FALSE	2
P52756	Homo sapiens	Metazoa	815		0	FALSE	2
P36012	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	229		0	FALSE	1
P24846	Triticum aestivum	Viridiplantae	388		0	FALSE	2
Q8TF63	Homo sapiens	Metazoa	244		0	FALSE	1
Q9ZQH0	Arabidopsis thaliana	Viridiplantae	232		0	FALSE	2
P30803	Canis lupus familiaris	Metazoa	1265		0	FALSE	4
Q75NZ0	Pisum sativum	Viridiplantae	685		0	FALSE	3
Q10336	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	327		0	FALSE	2
Q7S2C2	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	119		0	FALSE	4
Q9URV9	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	124		0	FALSE	3
O13965	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	730		0	FALSE	0
Q9FI46	Arabidopsis thaliana	Viridiplantae	269		0	TRUE	1
Q6ZN28	Homo sapiens	Metazoa	852		0	FALSE	1
A6NHQ2	Homo sapiens	Metazoa	334		0	FALSE	1
Q08422	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	150		0	FALSE	0
P36543	Homo sapiens	Metazoa	226		0	FALSE	0
Q8IUH3	Homo sapiens	Metazoa	476		0	FALSE	1
P25555	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	427		0	FALSE	3
Q80SU7	Mus musculus	Metazoa	2427		0	FALSE	3
Q6PRD7	Homo sapiens	Metazoa	247		0	FALSE	3
P53944	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	314		0	FALSE	1
Q5BVD1	Homo sapiens	Metazoa	217		0	TRUE	4
Q04749	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	426		0	FALSE	3
Q9C5H9	Arabidopsis thaliana	Viridiplantae	678		0	FALSE	3
Q10308	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	269		0	FALSE	0
Q60866	Mus musculus	Metazoa	349		0	FALSE	1
P31949	Homo sapiens	Metazoa	105		0	FALSE	0
Q24246	Drosophila melanogaster	Metazoa	663		0	FALSE	4
Q9NUM3	Homo sapiens	Metazoa	307		0	TRUE	4
P53903	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	129		0	TRUE	4
P49888	Homo sapiens	Metazoa	294		0	FALSE	4
